Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_Segment
187,1,52.0,1,1,1,111
44,1,105.3,3,1,2,312
107,1,90.0,2,1,2,212
43,1,49.99,3,1,1,311
146,1,84.9,2,1,2,212
161,1,122.99,2,1,2,212
147,1,41.9,2,1,1,211
31,1,69.99,3,1,2,312
167,1,15.12,1,1,1,111
11,1,16.9,3,1,1,311
218,1,59.99,1,1,2,112
49,1,99.0,3,1,2,312
196,1,49.9,1,1,1,111
129,1,199.0,2,1,3,213
3,1,85.0,3,1,2,312
6,1,14.49,3,1,1,311
103,1,75.0,2,1,2,212
193,1,600.0,1,1,3,113
47,1,179.9,3,1,3,313
144,1,51.9,2,1,1,211
217,1,399.0,1,1,3,113
99,1,54.9,2,1,1,211
154,1,279.9,2,1,3,213
44,1,99.99,3,1,2,312
76,1,110.32,3,1,2,312
112,1,188.0,2,1,3,213
84,1,67.99,2,1,2,212
76,1,50.0,3,1,1,311
172,1,47.65,1,1,1,111
165,1,49.0,1,1,1,111
61,1,54.49,3,1,1,311
109,1,139.9,2,1,3,213
103,1,139.77,2,1,3,213
13,1,350.0,3,1,3,313
34,1,479.0,3,1,3,313
75,1,69.9,3,1,2,312
146,1,84.9,2,1,2,212
14,1,55.0,3,1,1,311
121,1,15.0,2,1,1,211
237,1,18.9,1,1,1,111
161,1,49.9,2,1,1,211
112,1,69.9,2,1,2,212
160,1,29.98,2,1,1,211
56,1,128.0,3,1,3,313
224,1,109.9,1,1,2,112
99,1,39.5,2,1,1,211
60,1,55.0,3,1,1,311
42,1,49.9,3,1,1,311
108,1,109.0,2,1,2,212
133,1,109.9,2,1,2,212
16,1,69.9,3,1,2,312
154,1,568.0,2,1,3,213
33,1,59.0,3,1,2,312
156,1,99.9,2,1,2,212
14,1,49.06,3,1,1,311
69,1,139.8,3,1,3,313
124,1,58.99,2,1,2,212
239,1,219.8,1,1,3,113
128,1,269.45,2,1,3,213
172,1,284.8,1,1,3,113
85,1,150.0,2,1,3,213
62,1,112.94,3,1,2,312
153,1,89.9,2,1,2,212
68,1,139.8,3,1,3,313
130,1,299.0,2,1,3,213
228,1,110.0,1,1,2,112
20,1,239.6,3,1,3,313
167,1,139.0,1,1,3,113
198,1,325.0,1,1,3,113
108,1,24.99,2,1,1,211
106,1,46.99,2,1,1,211
146,1,18.15,2,1,1,211
164,1,138.9,1,1,3,113
132,1,46.99,2,1,1,211
82,1,79.9,3,1,2,312
103,1,175.9,2,1,3,213
25,1,50.75,3,1,1,311
170,1,162.0,1,1,3,113
24,1,199.6,3,1,3,313
26,1,139.0,3,1,3,313
203,1,74.9,1,1,2,112
163,1,69.9,2,1,2,212
18,1,95.28,3,1,2,312
193,1,57.75,1,1,1,111
17,1,157.41,3,1,3,313
124,1,95.0,2,1,2,212
190,1,18.0,1,1,1,111
70,1,79.95,3,1,2,312
109,1,42.99,2,1,1,211
56,1,150.0,3,1,3,313
231,1,129.0,1,1,3,113
42,1,117.99,3,1,2,312
228,1,20.9,1,1,1,111
113,1,64.99,2,1,2,212
81,1,209.99,3,1,3,313
25,1,649.0,3,1,3,313
91,1,199.9,2,1,3,213
82,1,15.0,3,1,1,311
161,1,136.0,2,1,3,213
148,1,69.99,2,1,2,212
183,1,89.9,1,1,2,112
135,1,120.0,2,1,2,212
104,1,149.9,2,1,3,213
41,1,236.99,3,1,3,313
126,1,105.0,2,1,2,212
21,1,135.0,3,1,3,313
85,1,40.5,2,1,1,211
209,1,215.0,1,1,3,113
34,1,49.9,3,1,1,311
156,1,139.9,2,1,3,213
209,2,218.9,1,3,3,133
85,1,180.4,2,1,3,213
133,1,53.9,2,1,1,211
215,1,101.0,1,1,2,112
117,1,179.0,2,1,3,213
178,1,99.0,1,1,2,112
102,1,46.0,2,1,1,211
123,1,64.9,2,1,2,212
42,1,31.9,3,1,1,311
93,1,579.99,2,1,3,213
172,1,179.49,1,1,3,113
46,1,114.38,3,1,2,312
203,1,28.5,1,1,1,111
157,1,135.0,2,1,3,213
181,1,38.25,1,1,1,111
69,1,139.98,3,1,3,313
229,1,129.0,1,1,3,113
160,1,89.9,2,1,2,212
166,1,69.9,1,1,2,112
106,1,199.9,2,1,3,213
44,1,47.99,3,1,1,311
23,1,85.0,3,1,2,312
134,1,21.99,2,1,1,211
90,1,189.9,2,1,3,213
146,1,106.9,2,1,2,212
169,1,39.9,1,1,1,111
18,1,98.0,3,1,2,312
103,1,118.0,2,1,2,212
88,1,14.9,2,1,1,211
27,1,85.0,3,1,2,312
181,1,39.99,1,1,1,111
105,1,169.0,2,1,3,213
217,1,49.9,1,1,1,111
35,1,69.99,3,1,2,312
68,1,49.9,3,1,1,311
162,1,95.2,2,1,2,212
228,1,178.0,1,1,3,113
102,1,9.9,2,1,1,211
205,1,13.65,1,1,1,111
223,1,54.9,1,1,1,111
128,1,100.0,2,1,2,212
126,1,49.9,2,1,1,211
77,1,26.9,3,1,1,311
47,1,133.9,3,1,3,313
9,1,579.0,3,1,3,313
195,1,55.9,1,1,1,111
80,1,265.0,3,1,3,313
214,1,186.0,1,1,3,113
114,1,44.99,2,1,1,211
86,1,139.99,2,1,3,213
231,1,249.9,1,1,3,113
113,1,173.0,2,1,3,213
27,1,126.8,3,1,2,312
78,1,29.99,3,1,1,311
195,1,139.1,1,1,3,113
79,1,12.0,3,1,1,311
127,1,56.7,2,1,1,211
189,1,38.9,1,1,1,111
170,1,100.4,1,1,2,112
178,1,269.0,1,1,3,113
166,1,149.97,1,1,3,113
198,1,129.9,1,1,3,113
131,1,138.0,2,1,3,213
156,2,88.95,2,3,2,232
26,1,27.9,3,1,1,311
203,1,197.0,1,1,3,113
140,1,99.0,2,1,2,212
25,1,27.99,3,1,1,311
147,1,140.0,2,1,3,213
13,1,39.9,3,1,1,311
24,1,54.0,3,1,1,311
73,1,99.0,3,1,2,312
169,1,38.0,1,1,1,111
144,2,80.0,2,3,2,232
154,1,35.0,2,1,1,211
58,1,11.97,3,1,1,311
111,1,69.9,2,1,2,212
10,1,109.9,3,1,2,312
79,1,49.9,3,1,1,311
177,1,269.0,1,1,3,113
116,2,316.0,2,3,3,233
40,1,179.99,3,1,3,313
172,1,130.0,1,1,3,113
17,1,22.32,3,1,1,311
35,1,247.88,3,1,3,313
101,1,89.99,2,1,2,212
30,1,229.0,3,1,3,313
169,1,39.97,1,1,1,111
86,1,19.98,2,1,1,211
13,1,78.0,3,1,2,312
14,1,81.0,3,1,2,312
212,1,74.9,1,1,2,112
148,1,180.0,2,1,3,213
227,1,30.1,1,1,1,111
199,1,74.9,1,1,2,112
117,1,148.0,2,1,3,213
38,1,89.9,3,1,2,312
161,1,85.5,2,1,2,212
227,1,44.9,1,1,1,111
75,1,86.5,3,1,2,312
210,1,13.65,1,1,1,111
62,1,14.0,3,1,1,311
176,1,159.8,1,1,3,113
150,1,189.0,2,1,3,213
79,1,66.99,3,1,2,312
169,1,1199.0,1,1,3,113
32,1,72.0,3,1,2,312
120,1,14.99,2,1,1,211
82,1,27.9,3,1,1,311
141,1,550.0,2,1,3,213
111,1,60.9,2,1,2,212
222,1,349.99,1,1,3,113
39,1,179.9,3,1,3,313
202,1,19.9,1,1,1,111
209,1,160.0,1,1,3,113
181,1,69.9,1,1,2,112
41,1,141.61,3,1,3,313
25,1,395.0,3,1,3,313
27,1,119.9,3,1,2,312
238,1,53.99,1,1,1,111
95,1,126.63,2,1,2,212
71,1,220.64,3,1,3,313
77,1,44.0,3,1,1,311
239,1,23.99,1,1,1,111
136,1,139.7,2,1,3,213
27,1,51.45,3,1,1,311
36,1,61.9,3,1,2,312
155,1,14.4,2,1,1,211
194,1,149.0,1,1,3,113
128,1,129.0,2,1,3,213
106,1,89.9,2,1,2,212
214,1,16.5,1,1,1,111
162,1,27.99,2,1,1,211
48,1,30.0,3,1,1,311
58,1,120.0,3,1,2,312
76,1,59.89,3,1,2,312
168,1,71.8,1,1,2,112
201,1,65.0,1,1,2,112
22,1,230.0,3,1,3,313
78,1,879.77,3,1,3,313
8,1,26.0,3,1,1,311
183,1,48.9,1,1,1,111
123,1,103.9,2,1,2,212
179,1,35.0,1,1,1,111
72,1,209.99,3,1,3,313
209,1,147.88,1,1,3,113
23,1,29.9,3,1,1,311
110,1,84.0,2,1,2,212
11,1,12.99,3,1,1,311
78,1,57.9,3,1,2,312
217,1,59.99,1,1,2,112
204,1,108.0,1,1,2,112
192,1,59.9,1,1,2,112
73,1,179.0,3,1,3,313
139,1,34.9,2,1,1,211
206,1,136.0,1,1,3,113
238,1,249.9,1,1,3,113
129,1,14.49,2,1,1,211
134,1,200.0,2,1,3,213
202,1,120.0,1,1,2,112
116,1,57.89,2,1,2,212
141,1,44.9,2,1,1,211
127,1,59.9,2,1,2,212
92,1,17.9,2,1,1,211
134,1,39.0,2,1,1,211
119,1,184.98,2,1,3,213
128,1,54.68,2,1,1,211
21,1,129.9,3,1,3,313
9,1,22.83,3,1,1,311
112,1,135.0,2,1,3,213
177,1,159.77,1,1,3,113
18,1,499.99,3,1,3,313
64,1,837.8,3,1,3,313
167,1,23.9,1,1,1,111
55,1,60.0,3,1,2,312
142,1,119.8,2,1,2,212
69,1,119.8,3,1,2,312
156,1,185.0,2,1,3,213
163,2,99.97,2,3,2,232
51,1,795.0,3,1,3,313
183,1,68.9,1,1,2,112
10,2,434.69,3,3,3,333
182,1,144.0,1,1,3,113
46,1,104.6,3,1,2,312
153,1,185.0,2,1,3,213
184,1,99.0,1,1,2,112
182,1,129.0,1,1,3,113
63,1,199.9,3,1,3,313
41,1,359.0,3,1,3,313
161,1,389.0,2,1,3,213
24,1,55.0,3,1,1,311
165,1,14.4,1,1,1,111
170,1,122.99,1,1,2,112
188,1,99.9,1,1,2,112
58,1,150.0,3,1,3,313
111,1,46.9,2,1,1,211
105,1,48.9,2,1,1,211
239,1,59.99,1,1,2,112
112,1,64.99,2,1,2,212
144,1,428.0,2,1,3,213
57,1,19.0,3,1,1,311
232,1,21.9,1,1,1,111
79,1,110.0,3,1,2,312
87,1,89.9,2,1,2,212
49,1,25.89,3,1,1,311
208,1,45.0,1,1,1,111
156,1,79.0,2,1,2,212
125,1,99.9,2,1,2,212
9,1,179.0,3,1,3,313
6,1,36.98,3,1,1,311
92,1,124.9,2,1,2,212
61,1,14.9,3,1,1,311
229,1,79.9,1,1,2,112
37,1,676.0,3,1,3,313
106,1,510.0,2,1,3,213
133,1,13.0,2,1,1,211
75,1,82.0,3,1,2,312
83,1,14.89,3,1,1,311
182,1,325.0,1,1,3,113
148,1,9.9,2,1,1,211
81,1,74.99,3,1,2,312
174,1,338.0,1,1,3,113
32,1,104.0,3,1,2,312
86,1,125.9,2,1,2,212
89,1,75.0,2,1,2,212
162,1,49.0,2,1,1,211
135,1,179.49,2,1,3,213
111,1,12.25,2,1,1,211
183,1,64.9,1,1,2,112
162,1,250.0,2,1,3,213
98,1,45.75,2,1,1,211
30,1,39.9,3,1,1,311
8,1,92.99,3,1,2,312
118,1,59.9,2,1,2,212
120,1,39.99,2,1,1,211
111,1,1399.0,2,1,3,213
238,1,24.9,1,1,1,111
138,1,120.0,2,1,2,212
104,1,59.9,2,1,2,212
128,1,119.0,2,1,2,212
163,2,43.89,2,3,1,231
64,1,298.9,3,1,3,313
184,1,29.98,1,1,1,111
93,1,59.99,2,1,2,212
43,1,139.99,3,1,3,313
151,1,17.8,2,1,1,211
216,1,65.0,1,1,2,112
62,1,165.0,3,1,3,313
142,1,69.9,2,1,2,212
45,1,134.8,3,1,3,313
44,1,169.9,3,1,3,313
161,1,88.0,2,1,2,212
69,1,29.79,3,1,1,311
60,1,80.0,3,1,2,312
107,1,100.0,2,1,2,212
163,1,29.9,2,1,1,211
180,1,89.0,1,1,2,112
123,1,24.2,2,1,1,211
104,1,82.0,2,1,2,212
101,1,139.94,2,1,3,213
171,2,576.8,1,3,3,133
23,1,49.0,3,1,1,311
146,1,39.97,2,1,1,211
10,1,50.0,3,1,1,311
210,1,48.0,1,1,1,111
188,1,79.79,1,1,2,112
20,1,179.9,3,1,3,313
127,1,38.64,2,1,1,211
183,1,108.68,1,1,2,112
175,1,186.99,1,1,3,113
87,1,84.9,2,1,2,212
22,1,59.9,3,1,2,312
86,1,47.99,2,1,1,211
16,1,1623.9,3,1,3,313
203,1,12.67,1,1,1,111
11,1,200.0,3,1,3,313
102,1,2470.5,2,1,3,213
76,1,129.0,3,1,3,313
10,1,110.0,3,1,2,312
185,1,34.9,1,1,1,111
112,1,240.0,2,1,3,213
35,1,55.0,3,1,1,311
77,1,23.89,3,1,1,311
118,1,87.67,2,1,2,212
190,1,39.49,1,1,1,111
113,1,131.99,2,1,3,213
239,1,13.9,1,1,1,111
159,1,5.49,2,1,1,211
232,1,89.0,1,1,2,112
6,1,98.0,3,1,2,312
221,1,94.95,1,1,2,112
28,1,179.99,3,1,3,313
162,1,28.0,2,1,1,211
237,1,276.0,1,1,3,113
29,1,199.0,3,1,3,313
46,1,38.9,3,1,1,311
168,1,91.98,1,1,2,112
56,1,13.99,3,1,1,311
133,1,172.1,2,1,3,213
34,1,44.0,3,1,1,311
108,1,58.0,2,1,2,212
111,1,23.99,2,1,1,211
199,1,26.9,1,1,1,111
173,1,12.9,1,1,1,111
99,1,135.0,2,1,3,213
39,1,24.99,3,1,1,311
194,1,122.99,1,1,2,112
40,1,210.9,3,1,3,313
218,1,27.99,1,1,1,111
156,1,79.9,2,1,2,212
162,1,34.5,2,1,1,211
28,1,27.99,3,1,1,311
110,1,960.0,2,1,3,213
9,1,49.9,3,1,1,311
219,1,150.0,1,1,3,113
231,1,75.0,1,1,2,112
119,1,29.9,2,1,1,211
187,1,143.8,1,1,3,113
138,1,52.0,2,1,1,211
32,1,265.0,3,1,3,313
99,1,59.9,2,1,2,212
32,1,49.9,3,1,1,311
104,1,35.9,2,1,1,211
86,1,49.99,2,1,1,211
164,1,914.0,1,1,3,113
100,1,79.9,2,1,2,212
158,1,53.9,2,1,1,211
29,1,109.9,3,1,2,312
175,1,119.9,1,1,2,112
114,1,443.0,2,1,3,213
192,1,158.0,1,1,3,113
85,1,299.8,2,1,3,213
81,1,23.9,3,1,1,311
190,1,19.99,1,1,1,111
166,1,69.9,1,1,2,112
15,1,24.2,3,1,1,311
113,1,159.9,2,1,3,213
195,1,259.9,1,1,3,113
132,1,56.7,2,1,1,211
194,1,29.99,1,1,1,111
74,1,56.9,3,1,1,311
170,1,29.0,1,1,1,111
43,1,200.0,3,1,3,313
121,1,171.76999999999998,2,1,3,213
146,1,75.9,2,1,2,212
234,1,139.8,1,1,3,113
227,1,149.99,1,1,3,113
226,1,200.0,1,1,3,113
58,1,153.99,3,1,3,313
125,1,69.9,2,1,2,212
173,1,57.6,1,1,1,111
16,1,74.0,3,1,2,312
127,1,74.99,2,1,2,212
112,1,99.9,2,1,2,212
231,1,109.9,1,1,2,112
209,1,29.98,1,1,1,111
233,1,240.0,1,1,3,113
117,1,120.0,2,1,2,212
160,1,57.9,2,1,2,212
112,1,69.9,2,1,2,212
161,1,49.0,2,1,1,211
31,1,495.6,3,1,3,313
39,1,38.0,3,1,1,311
36,2,88.0,3,3,2,332
38,1,199.9,3,1,3,313
193,1,27.93,1,1,1,111
189,1,21.9,1,1,1,111
108,1,299.99,2,1,3,213
155,1,110.0,2,1,2,212
136,1,109.9,2,1,2,212
112,1,18.9,2,1,1,211
219,1,138.0,1,1,3,113
148,1,14.99,2,1,1,211
238,1,109.8,1,1,2,112
40,1,139.9,3,1,3,313
239,1,120.0,1,1,2,112
195,1,108.0,1,1,2,112
120,1,13.3,2,1,1,211
16,1,119.99,3,1,2,312
183,1,86.9,1,1,2,112
118,1,519.0,2,1,3,213
106,1,27.9,2,1,1,211
81,1,65.0,3,1,2,312
162,1,27.9,2,1,1,211
167,1,48.9,1,1,1,111
174,1,109.9,1,1,2,112
147,1,356.19,2,1,3,213
144,1,1299.0,2,1,3,213
44,1,62.0,3,1,2,312
174,1,49.9,1,1,1,111
141,1,90.0,2,1,2,212
151,1,27.99,2,1,1,211
13,1,139.34,3,1,3,313
76,1,42.97,3,1,1,311
229,1,239.99,1,1,3,113
146,1,499.02,2,1,3,213
138,1,101.5,2,1,2,212
41,1,49.9,3,1,1,311
79,1,69.9,3,1,2,312
103,1,79.9,2,1,2,212
147,1,98.44,2,1,2,212
178,1,148.99,1,1,3,113
46,1,49.99,3,1,1,311
13,1,124.97,3,1,2,312
234,1,49.9,1,1,1,111
233,1,149.9,1,1,3,113
218,1,29.99,1,1,1,111
183,1,40.99,1,1,1,111
110,1,85.5,2,1,2,212
104,1,110.0,2,1,2,212
78,1,135.0,3,1,3,313
145,2,51.5,2,3,1,231
164,1,83.9,1,1,2,112
42,1,50.49,3,1,1,311
237,1,79.9,1,1,2,112
207,1,18.9,1,1,1,111
158,1,53.0,2,1,1,211
63,1,55.0,3,1,1,311
183,1,95.2,1,1,2,112
108,1,125.0,2,1,2,212
35,1,298.0,3,1,3,313
12,1,34.99,3,1,1,311
26,1,79.0,3,1,2,312
44,1,699.4,3,1,3,313
27,1,12.99,3,1,1,311
178,1,35.9,1,1,1,111
98,1,61.9,2,1,2,212
226,1,69.9,1,1,2,112
177,1,12.9,1,1,1,111
177,1,35.0,1,1,1,111
68,1,147.0,3,1,3,313
87,1,49.9,2,1,1,211
19,1,189.0,3,1,3,313
148,1,134.9,2,1,3,213
172,1,25.0,1,1,1,111
186,1,277.0,1,1,3,113
199,1,339.0,1,1,3,113
208,1,538.0,1,1,3,113
106,1,103.97999999999999,2,1,2,212
103,1,13.77,2,1,1,211
171,1,100.0,1,1,2,112
117,1,65.99,2,1,2,212
42,1,99.99,3,1,2,312
181,1,25.0,1,1,1,111
122,1,119.9,2,1,2,212
110,1,55.0,2,1,1,211
75,1,188.0,3,1,3,313
150,1,80.99,2,1,2,212
195,1,254.0,1,1,3,113
199,1,29.9,1,1,1,111
20,1,67.14,3,1,2,312
32,1,230.39999999999998,3,1,3,313
204,1,257.42,1,1,3,113
134,1,948.0,2,1,3,213
147,1,329.9,2,1,3,213
196,1,395.65,1,1,3,113
183,1,19.99,1,1,1,111
42,1,204.0,3,1,3,313
19,1,37.5,3,1,1,311
160,2,194.3,2,3,3,233
111,1,55.0,2,1,1,211
223,1,13.99,1,1,1,111
232,1,76.0,1,1,2,112
48,1,48.98,3,1,1,311
24,1,240.0,3,1,3,313
177,1,129.99,1,1,3,113
235,1,61.5,1,1,2,112
135,1,14.99,2,1,1,211
167,1,81.0,1,1,2,112
125,1,144.99,2,1,3,213
12,1,69.99,3,1,2,312
194,1,98.9,1,1,2,112
223,1,13.65,1,1,1,111
231,1,49.95,1,1,1,111
58,1,99.9,3,1,2,312
146,1,467.0,2,1,3,213
231,1,159.9,1,1,3,113
237,1,489.0,1,1,3,113
133,1,19.99,2,1,1,211
134,1,93.0,2,1,2,212
228,1,649.9,1,1,3,113
154,1,320.0,2,1,3,213
13,1,179.7,3,1,3,313
13,1,49.9,3,1,1,311
100,1,139.0,2,1,3,213
233,1,24.4,1,1,1,111
23,1,46.99,3,1,1,311
2,1,37.98,3,1,1,311
10,1,12.0,3,1,1,311
175,1,429.9,1,1,3,113
167,1,220.0,1,1,3,113
182,1,48.9,1,1,1,111
30,1,74.67,3,1,2,312
40,1,110.0,3,1,2,312
19,1,29.9,3,1,1,311
205,1,279.70000000000005,1,1,3,113
200,1,117.98,1,1,2,112
41,1,59.8,3,1,2,312
109,1,55.5,2,1,1,211
64,1,249.8,3,1,3,313
78,1,91.8,3,1,2,312
83,1,105.0,3,1,2,312
20,1,28.0,3,1,1,311
62,1,619.9,3,1,3,313
91,1,48.9,2,1,1,211
22,1,36.29,3,1,1,311
123,1,99.99,2,1,2,212
171,1,42.99,1,1,1,111
188,1,129.9,1,1,3,113
9,1,116.9,3,1,2,312
226,1,84.44,1,1,2,112
9,1,68.65,3,1,2,312
204,1,235.0,1,1,3,113
146,1,79.0,2,1,2,212
55,1,17.75,3,1,1,311
232,1,27.18,1,1,1,111
172,1,39.9,1,1,1,111
127,1,119.0,2,1,2,212
156,1,69.0,2,1,2,212
187,1,159.8,1,1,3,113
77,1,339.44,3,1,3,313
114,1,99.99,2,1,2,212
67,1,59.99,3,1,2,312
75,1,158.99,3,1,3,313
176,1,130.0,1,1,3,113
22,1,27.8,3,1,1,311
194,1,124.9,1,1,2,112
68,1,48.9,3,1,1,311
108,1,98.3,2,1,2,212
235,1,50.0,1,1,1,111
166,1,87.9,1,1,2,112
194,1,11.55,1,1,1,111
199,1,29.99,1,1,1,111
97,1,105.84,2,1,2,212
179,1,159.99,1,1,3,113
121,1,62.4,2,1,2,212
104,1,198.0,2,1,3,213
156,1,120.0,2,1,2,212
226,1,89.0,1,1,2,112
232,1,49.9,1,1,1,111
71,1,89.9,3,1,2,312
221,1,86.9,1,1,2,112
64,1,23.9,3,1,1,311
189,1,76.8,1,1,2,112
75,1,110.0,3,1,2,312
89,1,14.9,2,1,1,211
103,1,39.9,2,1,1,211
169,1,95.0,1,1,2,112
121,1,108.0,2,1,2,212
229,1,43.0,1,1,1,111
39,1,78.0,3,1,2,312
38,1,129.49,3,1,3,313
158,1,59.0,2,1,2,212
210,1,95.0,1,1,2,112
109,1,334.99,2,1,3,213
169,1,27.99,1,1,1,111
60,1,60.0,3,1,2,312
145,1,179.0,2,1,3,213
58,1,53.99,3,1,1,311
160,1,57.9,2,1,2,212
221,1,53.99,1,1,1,111
146,1,75.0,2,1,2,212
201,1,38.99,1,1,1,111
171,1,31.99,1,1,1,111
42,1,17.99,3,1,1,311
134,1,59.99,2,1,2,212
71,1,17.0,3,1,1,311
113,1,90.0,2,1,2,212
112,2,42.9,2,3,1,231
120,1,35.0,2,1,1,211
132,1,79.9,2,1,2,212
10,1,124.97999999999999,3,1,2,312
151,1,34.3,2,1,1,211
231,1,647.91,1,1,3,113
11,1,175.0,3,1,3,313
85,1,291.8,2,1,3,213
133,1,59.9,2,1,2,212
177,1,1635.0,1,1,3,113
139,1,17.8,2,1,1,211
30,1,219.9,3,1,3,313
95,1,33.0,2,1,1,211
59,1,9.99,3,1,1,311
160,1,129.0,2,1,3,213
90,1,429.9,2,1,3,213
78,1,21.9,3,1,1,311
209,1,49.98,1,1,1,111
202,1,149.9,1,1,3,113
79,1,29.99,3,1,1,311
234,1,129.0,1,1,3,113
13,1,169.99,3,1,3,313
176,2,169.85000000000002,1,3,3,133
167,1,25.9,1,1,1,111
239,1,78.0,1,1,2,112
111,3,190.4,2,3,3,233
182,1,30.9,1,1,1,111
102,1,48.0,2,1,1,211
231,1,129.0,1,1,3,113
125,1,189.49,2,1,3,213
69,1,99.9,3,1,2,312
131,2,165.67000000000002,2,3,3,233
27,1,69.4,3,1,2,312
164,1,86.5,1,1,2,112
107,1,199.9,2,1,3,213
231,1,159.77,1,1,3,113
92,1,21.9,2,1,1,211
212,1,189.0,1,1,3,113
37,1,62.0,3,1,2,312
215,1,295.98,1,1,3,113
139,1,56.25,2,1,1,211
84,1,90.0,2,1,2,212
42,1,16.99,3,1,1,311
36,1,429.9,3,1,3,313
148,1,65.0,2,1,2,212
17,1,212.0,3,1,3,313
232,1,19.9,1,1,1,111
52,1,199.98,3,1,3,313
132,1,18.9,2,1,1,211
125,1,119.9,2,1,2,212
134,1,78.45,2,1,2,212
166,1,559.99,1,1,3,113
114,1,74.99,2,1,2,212
106,1,45.0,2,1,1,211
202,1,86.9,1,1,2,112
224,1,89.0,1,1,2,112
86,2,144.9,2,3,3,233
7,1,119.99,3,1,2,312
219,1,149.0,1,1,3,113
79,1,25.9,3,1,1,311
188,1,210.0,1,1,3,113
79,1,220.64,3,1,3,313
177,1,59.65,1,1,2,112
144,1,18.0,2,1,1,211
166,1,149.9,1,1,3,113
61,1,390.0,3,1,3,313
21,1,68.9,3,1,2,312
220,1,159.0,1,1,3,113
176,1,139.99,1,1,3,113
238,1,189.99,1,1,3,113
203,1,449.0,1,1,3,113
100,1,230.0,2,1,3,213
192,1,199.9,1,1,3,113
66,1,106.0,3,1,2,312
134,1,299.99,2,1,3,213
62,1,99.99,3,1,2,312
140,1,229.99,2,1,3,213
233,1,55.9,1,1,1,111
33,1,18.9,3,1,1,311
115,1,79.98,2,1,2,212
40,1,96.22999999999999,3,1,2,312
25,1,62.9,3,1,2,312
187,1,29.9,1,1,1,111
159,1,49.99,2,1,1,211
78,2,320.88,3,3,3,333
208,1,105.0,1,1,2,112
45,1,21.2,3,1,1,311
16,1,15.9,3,1,1,311
210,1,230.0,1,1,3,113
201,1,689.89,1,1,3,113
109,1,219.22,2,1,3,213
92,1,249.0,2,1,3,213
49,1,179.89,3,1,3,313
225,1,129.5,1,1,3,113
182,1,59.9,1,1,2,112
43,1,48.9,3,1,1,311
176,1,119.5,1,1,2,112
113,2,305.0,2,3,3,233
201,1,86.9,1,1,2,112
8,1,106.9,3,1,2,312
25,1,49.91,3,1,1,311
187,1,109.9,1,1,2,112
194,1,170.9,1,1,3,113
57,1,149.8,3,1,3,313
73,1,129.99,3,1,3,313
225,1,29.99,1,1,1,111
57,1,599.0,3,1,3,313
50,1,22.32,3,1,1,311
34,1,12.99,3,1,1,311
177,1,58.0,1,1,2,112
68,1,99.9,3,1,2,312
114,1,199.9,2,1,3,213
66,1,55.0,3,1,1,311
89,1,99.9,2,1,2,212
8,1,212.5,3,1,3,313
118,1,35.0,2,1,1,211
209,1,165.0,1,1,3,113
117,1,159.0,2,1,3,213
97,1,99.99,2,1,2,212
89,1,97.3,2,1,2,212
126,1,114.99,2,1,2,212
100,1,349.0,2,1,3,213
47,1,1050.0,3,1,3,313
190,1,138.0,1,1,3,113
80,1,153.9,3,1,3,313
105,1,122.5,2,1,2,212
42,1,14.9,3,1,1,311
66,1,39.98,3,1,1,311
39,1,120.0,3,1,2,312
85,1,1299.65,2,1,3,213
179,1,99.0,1,1,2,112
57,1,29.9,3,1,1,311
71,1,24.35,3,1,1,311
159,1,48.9,2,1,1,211
47,1,1699.0,3,1,3,313
7,1,64.5,3,1,2,312
93,1,90.0,2,1,2,212
86,1,134.99,2,1,3,213
162,1,100.0,2,1,2,212
144,1,24.9,2,1,1,211
121,1,580.27,2,1,3,213
169,1,13.65,1,1,1,111
53,1,39.9,3,1,1,311
180,1,59.0,1,1,2,112
41,1,110.32,3,1,2,312
112,1,99.99,2,1,2,212
6,2,88.89,3,3,2,332
153,1,47.65,2,1,1,211
132,1,28.9,2,1,1,211
57,1,52.36,3,1,1,311
194,1,108.0,1,1,2,112
148,1,289.9,2,1,3,213
188,1,219.99,1,1,3,113
117,1,524.9,2,1,3,213
157,1,99.0,2,1,2,212
177,1,134.0,1,1,3,113
73,1,109.9,3,1,2,312
174,1,39.0,1,1,1,111
211,1,52.0,1,1,1,111
225,1,120.0,1,1,2,112
14,1,49.99,3,1,1,311
37,2,138.4,3,3,3,333
78,1,184.1,3,1,3,313
31,1,63.98,3,1,2,312
79,1,185.81,3,1,3,313
35,1,49.9,3,1,1,311
23,1,549.0,3,1,3,313
195,1,29.9,1,1,1,111
161,1,47.65,2,1,1,211
233,1,139.0,1,1,3,113
71,1,209.0,3,1,3,313
33,1,39.99,3,1,1,311
179,1,349.9,1,1,3,113
206,1,120.0,1,1,2,112
201,1,279.0,1,1,3,113
104,1,199.0,2,1,3,213
66,1,53.0,3,1,1,311
16,1,118.8,3,1,2,312
173,1,35.0,1,1,1,111
136,1,516.0,2,1,3,213
65,1,149.0,3,1,3,313
127,1,53.49,2,1,1,211
37,1,79.9,3,1,2,312
38,1,170.0,3,1,3,313
185,1,29.9,1,1,1,111
223,1,7.0,1,1,1,111
178,1,36.0,1,1,1,111
34,1,474.0,3,1,3,313
152,1,750.0,2,1,3,213
238,1,48.0,1,1,1,111
125,1,27.99,2,1,1,211
88,1,109.0,2,1,2,212
