Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_Segment
201,1,59.9,1,2,2,122
201,1,49.9,1,2,1,121
22,1,330.0,3,2,3,323
147,1,45.0,2,2,1,221
191,1,129.0,1,2,3,123
54,1,69.99,3,2,2,322
109,1,27.9,2,2,1,221
13,1,119.0,3,2,2,322
229,1,70.0,1,2,2,122
210,1,18.9,1,2,1,121
161,1,105.0,2,2,2,222
147,1,59.99,2,2,2,222
129,1,51.2,2,2,1,221
181,1,689.89,1,2,3,123
11,1,49.9,3,2,1,321
233,1,13.65,1,2,1,121
64,1,79.6,3,2,2,322
200,1,149.9,1,2,3,123
78,1,653.4000000000001,3,2,3,323
154,1,120.0,2,2,2,222
148,1,11.99,2,2,1,221
135,1,99.9,2,2,2,222
127,1,151.98,2,2,3,223
29,1,89.9,3,2,2,322
103,1,129.98,2,2,3,223
132,1,35.0,2,2,1,221
144,1,23.7,2,2,1,221
74,1,84.89,3,2,2,322
65,1,84.0,3,2,2,322
189,1,55.9,1,2,1,121
163,1,113.0,2,2,2,222
12,1,49.0,3,2,1,321
43,1,49.49,3,2,1,321
177,1,135.0,1,2,3,123
126,1,15.0,2,2,1,221
100,1,54.54,2,2,1,221
69,1,890.0,3,2,3,323
22,1,75.99,3,2,2,322
214,1,89.99,1,2,2,122
230,1,84.44,1,2,2,122
110,1,69.9,2,2,2,222
230,1,26.0,1,2,1,121
232,1,179.9,1,2,3,123
187,1,65.5,1,2,2,122
199,1,71.98,1,2,2,122
56,1,42.2,3,2,1,321
187,1,69.9,1,2,2,122
75,1,89.19,3,2,2,322
38,1,79.0,3,2,2,322
119,1,105.0,2,2,2,222
197,1,163.0,1,2,3,123
88,1,41.8,2,2,1,221
177,1,34.9,1,2,1,121
181,1,134.99,1,2,3,123
198,1,49.9,1,2,1,121
28,1,46.0,3,2,1,321
38,1,33.9,3,2,1,321
29,1,32.9,3,2,1,321
117,1,289.0,2,2,3,223
190,1,149.9,1,2,3,123
130,1,24.98,2,2,1,221
18,1,49.0,3,2,1,321
77,1,139.99,3,2,3,323
72,1,24.99,3,2,1,321
35,1,97.5,3,2,2,322
20,1,69.99,3,2,2,322
175,1,599.9,1,2,3,123
195,1,55.9,1,2,1,121
20,1,44.99,3,2,1,321
176,1,99.9,1,2,2,122
235,1,99.0,1,2,2,122
137,1,24.99,2,2,1,221
177,1,647.0,1,2,3,123
65,2,271.99,3,3,3,333
54,1,86.25,3,2,2,322
61,1,89.9,3,2,2,322
134,1,120.0,2,2,2,222
191,1,319.98,1,2,3,123
162,1,59.9,2,2,2,222
231,1,79.49,1,2,2,122
173,1,24.9,1,2,1,121
10,1,74.89,3,2,2,322
190,1,29.99,1,2,1,121
209,1,72.9,1,2,2,122
46,1,52.58,3,2,1,321
146,1,89.9,2,2,2,222
19,1,199.0,3,2,3,323
189,1,53.99,1,2,1,121
203,1,169.9,1,2,3,123
195,1,120.0,1,2,2,122
48,2,214.9,3,3,3,333
233,1,659.8,1,2,3,123
226,1,129.0,1,2,3,123
32,1,13.69,3,2,1,321
217,1,149.9,1,2,3,123
100,1,49.95,2,2,1,221
70,1,78.0,3,2,2,322
184,1,145.0,1,2,3,123
11,1,35.9,3,2,1,321
222,1,57.9,1,2,2,122
15,1,105.0,3,2,2,322
217,1,104.9,1,2,2,122
67,1,259.7,3,2,3,323
189,1,48.9,1,2,1,121
8,1,23.0,3,2,1,321
234,1,119.69999999999999,1,2,2,122
19,1,49.99,3,2,1,321
132,1,56.7,2,2,1,221
146,1,128.0,2,2,3,223
176,2,199.84,1,3,3,133
215,1,135.9,1,2,3,123
19,1,85.99,3,2,2,322
13,1,89.69999999999999,3,2,2,322
98,1,99.49,2,2,2,222
224,1,71.8,1,2,2,122
67,1,24.99,3,2,1,321
196,1,79.0,1,2,2,122
104,1,119.9,2,2,2,222
105,1,106.8,2,2,2,222
222,1,261.3,1,2,3,123
75,1,29.0,3,2,1,321
216,1,462.8,1,2,3,123
204,1,47.97,1,2,1,121
206,1,39.0,1,2,1,121
194,2,100.0,1,3,2,132
185,1,260.0,1,2,3,123
55,1,299.0,3,2,3,323
79,1,42.0,3,2,1,321
80,1,665.0,3,2,3,323
5,1,18.9,3,2,1,321
53,1,269.94,3,2,3,323
89,1,29.0,2,2,1,221
39,1,34.9,3,2,1,321
60,1,48.9,3,2,1,321
151,1,120.0,2,2,2,222
145,1,178.0,2,2,3,223
193,2,106.0,1,3,2,132
155,1,198.0,2,2,3,223
53,1,43.89,3,2,1,321
221,1,138.0,1,2,3,123
228,1,99.56,1,2,2,122
190,1,18.9,1,2,1,121
107,1,129.9,2,2,3,223
202,1,13.7,1,2,1,121
21,1,35.6,3,2,1,321
90,1,153.5,2,2,3,223
161,1,28.9,2,2,1,221
196,1,335.0,1,2,3,123
9,1,117.0,3,2,2,322
148,1,579.99,2,2,3,223
232,1,11.9,1,2,1,121
100,1,179.9,2,2,3,223
230,1,33.8,1,2,1,121
114,1,9.9,2,2,1,221
12,1,19.99,3,2,1,321
142,1,99.0,2,2,2,222
113,2,161.7,2,3,3,233
156,1,19.49,2,2,1,221
111,1,64.99,2,2,2,222
120,1,379.0,2,2,3,223
210,1,199.0,1,2,3,123
115,1,24.99,2,2,1,221
163,1,142.0,2,2,3,223
209,1,149.9,1,2,3,123
115,1,69.8,2,2,2,222
89,1,25.9,2,2,1,221
180,1,18.9,1,2,1,121
107,1,62.9,2,2,2,222
54,1,103.0,3,2,2,322
144,1,44.9,2,2,1,221
193,1,102.0,1,2,2,122
46,1,259.99,3,2,3,323
40,2,38.6,3,3,1,331
21,1,178.5,3,2,3,323
204,1,39.0,1,2,1,121
90,1,109.9,2,2,2,222
128,1,148.0,2,2,3,223
70,1,2221.0,3,2,3,323
173,1,36.9,1,2,1,121
126,1,53.9,2,2,1,221
16,1,92.99,3,2,2,322
150,1,115.0,2,2,2,222
186,1,49.83,1,2,1,121
90,1,149.9,2,2,3,223
38,1,45.05,3,2,1,321
16,1,19.9,3,2,1,321
224,1,56.99,1,2,1,121
111,1,61.8,2,2,2,222
232,1,48.0,1,2,1,121
27,1,116.9,3,2,2,322
184,1,82.8,1,2,2,122
199,2,129.89000000000001,1,3,3,133
72,1,34.99,3,2,1,321
134,1,22.9,2,2,1,221
204,1,13.87,1,2,1,121
212,1,50.0,1,2,1,121
164,1,18.89,1,2,1,121
181,1,49.99,1,2,1,121
68,1,204.5,3,2,3,323
201,1,189.0,1,2,3,123
2,1,48.0,3,2,1,321
134,1,129.9,2,2,3,223
130,1,219.0,2,2,3,223
10,1,38.71,3,2,1,321
95,1,40.35,2,2,1,221
28,1,315.98,3,2,3,323
163,1,169.99,2,2,3,223
59,1,49.9,3,2,1,321
41,1,230.0,3,2,3,323
22,1,16.0,3,2,1,321
23,1,24.9,3,2,1,321
110,1,26.15,2,2,1,221
164,1,89.8,1,2,2,122
120,1,99.9,2,2,2,222
115,1,499.9,2,2,3,223
207,1,235.8,1,2,3,123
238,1,89.0,1,2,2,122
187,1,39.8,1,2,1,121
92,1,34.9,2,2,1,221
24,3,291.7,3,3,3,333
114,1,159.98,2,2,3,223
212,1,119.9,1,2,2,122
142,1,1085.99,2,2,3,223
178,1,49.9,1,2,1,121
148,1,99.9,2,2,2,222
60,1,64.99,3,2,2,322
224,1,149.0,1,2,3,123
111,1,19.99,2,2,1,221
126,1,1700.0,2,2,3,223
188,1,204.99,1,2,3,123
140,1,59.9,2,2,2,222
101,1,158.2,2,2,3,223
8,1,66.9,3,2,2,322
18,1,156.0,3,2,3,323
71,1,48.9,3,2,1,321
44,1,13.65,3,2,1,321
211,1,17.0,1,2,1,121
59,1,23.99,3,2,1,321
102,1,69.9,2,2,2,222
89,1,80.0,2,2,2,222
29,1,56.0,3,2,1,321
232,1,779.9,1,2,3,123
156,1,379.0,2,2,3,223
50,1,17.49,3,2,1,321
87,1,311.92,2,2,3,223
123,1,99.9,2,2,2,222
17,1,147.0,3,2,3,323
216,1,89.9,1,2,2,122
236,1,889.9,1,2,3,123
18,1,398.0,3,2,3,323
102,1,25.0,2,2,1,221
165,1,89.17,1,2,2,122
133,1,89.99,2,2,2,222
1,1,45.0,3,2,1,321
170,1,13.9,1,2,1,121
126,1,199.0,2,2,3,223
58,1,132.9,3,2,3,323
34,1,190.0,3,2,3,323
5,1,219.0,3,2,3,323
150,1,124.9,2,2,2,222
56,1,38.8,3,2,1,321
13,1,69.9,3,2,2,322
39,1,28.9,3,2,1,321
169,1,119.0,1,2,2,122
179,1,122.99,1,2,2,122
208,1,38.7,1,2,1,121
68,1,105.0,3,2,2,322
220,1,120.0,1,2,2,122
162,1,199.6,2,2,3,223
192,1,39.9,1,2,1,121
211,1,55.0,1,2,1,121
47,1,122.99,3,2,2,322
201,1,116.91,1,2,2,122
127,1,29.9,2,2,1,221
233,1,98.9,1,2,2,122
43,1,124.9,3,2,2,322
13,1,69.9,3,2,2,322
36,1,514.9,3,2,3,323
11,1,142.5,3,2,3,323
170,1,44.9,1,2,1,121
212,1,139.6,1,2,3,123
24,1,56.99,3,2,1,321
121,1,21.9,2,2,1,221
148,1,79.99,2,2,2,222
184,1,139.0,1,2,3,123
196,1,84.0,1,2,2,122
30,1,1788.0,3,2,3,323
84,1,199.0,2,2,3,223
208,1,85.9,1,2,2,122
187,1,86.9,1,2,2,122
56,1,124.89,3,2,2,322
55,1,56.0,3,2,1,321
225,1,89.9,1,2,2,122
162,1,93.9,2,2,2,222
87,1,175.99,2,2,3,223
99,1,16.97,2,2,1,221
22,1,765.0,3,2,3,323
59,1,70.0,3,2,2,322
34,1,55.0,3,2,1,321
166,1,349.9,1,2,3,123
172,1,899.0,1,2,3,123
120,1,88.9,2,2,2,222
142,1,198.0,2,2,3,223
199,1,22.99,1,2,1,121
55,1,86.9,3,2,2,322
183,1,29.9,1,2,1,121
225,1,83.23,1,2,2,122
209,1,27.99,1,2,1,121
22,1,45.0,3,2,1,321
142,1,30.0,2,2,1,221
148,1,499.9,2,2,3,223
164,1,34.99,1,2,1,121
174,1,349.9,1,2,3,123
146,1,13.99,2,2,1,221
192,1,157.77,1,2,3,123
118,1,185.0,2,2,3,223
97,1,149.0,2,2,3,223
50,1,274.95,3,2,3,323
80,1,105.0,3,2,2,322
90,1,109.9,2,2,2,222
230,1,28.9,1,2,1,121
239,1,219.9,1,2,3,123
19,1,795.0,3,2,3,323
196,1,125.0,1,2,2,122
174,1,31.9,1,2,1,121
168,1,270.0,1,2,3,123
235,1,46.55,1,2,1,121
234,1,279.9,1,2,3,123
66,1,129.9,3,2,3,323
137,1,116.69999999999999,2,2,2,222
33,1,28.99,3,2,1,321
34,1,48.99,3,2,1,321
75,1,239.0,3,2,3,323
146,1,88.7,2,2,2,222
109,1,330.0,2,2,3,223
131,1,149.9,2,2,3,223
214,1,42.0,1,2,1,121
178,1,149.9,1,2,3,123
187,1,29.99,1,2,1,121
212,1,56.0,1,2,1,121
234,1,98.0,1,2,2,122
7,1,40.35,3,2,1,321
166,1,209.0,1,2,3,123
176,1,125.0,1,2,2,122
28,1,92.5,3,2,2,322
30,1,24.99,3,2,1,321
133,1,9.8,2,2,1,221
45,1,229.99,3,2,3,323
28,1,199.99,3,2,3,323
195,1,120.0,1,2,2,122
15,1,29.0,3,2,1,321
15,1,38.95,3,2,1,321
121,1,8.9,2,2,1,221
110,1,89.9,2,2,2,222
131,1,71.8,2,2,2,222
143,1,535.0,2,2,3,223
151,1,17.9,2,2,1,221
78,1,69.0,3,2,2,322
77,1,110.0,3,2,2,322
223,1,21.9,1,2,1,121
228,1,339.98,1,2,3,123
189,1,177.65,1,2,3,123
182,1,120.0,1,2,2,122
74,1,112.0,3,2,2,322
24,1,109.0,3,2,2,322
83,1,119.9,3,2,2,322
71,1,178.0,3,2,3,323
114,1,319.9,2,2,3,223
57,1,117.6,3,2,2,322
179,1,329.5,1,2,3,123
27,1,75.8,3,2,2,322
183,1,99.99,1,2,2,122
211,1,88.0,1,2,2,122
187,1,98.97,1,2,2,122
43,1,28.99,3,2,1,321
236,1,129.0,1,2,3,123
113,1,299.0,2,2,3,223
61,1,21.99,3,2,1,321
100,1,42.0,2,2,1,221
177,1,148.99,1,2,3,123
226,1,99.9,1,2,2,122
58,1,35.9,3,2,1,321
33,1,15.45,3,2,1,321
164,1,75.0,1,2,2,122
161,1,19.9,2,2,1,221
39,1,203.9,3,2,3,323
187,1,186.0,1,2,3,123
39,1,315.9,3,2,3,323
146,1,27.9,2,2,1,221
30,1,158.0,3,2,3,323
160,1,32.98,2,2,1,221
61,1,111.9,3,2,2,322
23,1,112.99,3,2,2,322
169,1,12.25,1,2,1,121
175,1,200.0,1,2,3,123
137,1,348.99,2,2,3,223
112,1,29.99,2,2,1,221
62,1,122.99,3,2,2,322
121,1,179.0,2,2,3,223
130,1,39.99,2,2,1,221
142,1,43.0,2,2,1,221
81,1,39.9,3,2,1,321
141,1,34.3,2,2,1,221
105,1,130.0,2,2,3,223
133,1,99.8,2,2,2,222
126,1,110.32,2,2,2,222
106,1,97.0,2,2,2,222
202,1,194.65,1,2,3,123
147,1,101.99000000000001,2,2,2,222
121,1,149.9,2,2,3,223
208,1,57.8,1,2,1,121
165,1,250.0,1,2,3,123
29,1,66.9,3,2,2,322
41,1,105.0,3,2,2,322
181,1,49.0,1,2,1,121
151,1,399.0,2,2,3,223
123,1,85.35,2,2,2,222
155,1,89.5,2,2,2,222
99,1,299.0,2,2,3,223
97,1,99.5,2,2,2,222
161,1,85.5,2,2,2,222
120,1,369.9,2,2,3,223
149,1,199.9,2,2,3,223
55,1,598.99,3,2,3,323
201,1,57.9,1,2,2,122
70,1,42.0,3,2,1,321
128,1,27.9,2,2,1,221
150,1,95.0,2,2,2,222
167,1,69.9,1,2,2,122
77,1,129.0,3,2,3,323
55,1,31.99,3,2,1,321
200,1,115.52,1,2,2,122
152,1,29.99,2,2,1,221
178,1,79.99,1,2,2,122
149,1,279.9,2,2,3,223
141,1,69.89,2,2,2,222
237,1,19.9,1,2,1,121
100,1,139.0,2,2,3,223
64,1,299.99,3,2,3,323
219,1,89.8,1,2,2,122
108,1,134.9,2,2,3,223
110,1,109.9,2,2,2,222
113,1,145.0,2,2,3,223
20,1,268.96,3,2,3,323
143,1,37.0,2,2,1,221
12,1,80.49,3,2,2,322
224,1,13.3,1,2,1,121
14,1,49.89,3,2,1,321
231,1,42.0,1,2,1,121
125,1,109.0,2,2,2,222
98,1,219.9,2,2,3,223
182,1,239.70000000000002,1,2,3,123
125,1,160.0,2,2,3,223
113,1,90.0,2,2,2,222
203,1,56.99,1,2,1,121
79,1,12.84,3,2,1,321
177,1,54.9,1,2,1,121
120,1,102.0,2,2,2,222
197,1,29.9,1,2,1,121
163,1,260.0,2,2,3,223
40,1,153.0,3,2,3,323
64,1,89.9,3,2,2,322
238,1,58.67,1,2,2,122
183,1,57.99,1,2,2,122
134,1,23.95,2,2,1,221
201,1,24.99,1,2,1,121
48,1,86.0,3,2,2,322
118,1,99.9,2,2,2,222
26,1,170.0,3,2,3,323
58,1,1190.0,3,2,3,323
111,1,69.99,2,2,2,222
106,1,156.0,2,2,3,223
121,1,208.0,2,2,3,223
116,1,119.0,2,2,2,222
57,1,370.0,3,2,3,323
101,1,39.5,2,2,1,221
36,1,265.0,3,2,3,323
236,1,101.97,1,2,2,122
28,1,101.0,3,2,2,322
176,2,104.80000000000001,1,3,2,132
130,1,159.0,2,2,3,223
207,1,27.9,1,2,1,121
225,1,99.0,1,2,2,122
138,1,105.0,2,2,2,222
145,1,39.0,2,2,1,221
187,1,145.0,1,2,3,123
229,1,169.9,1,2,3,123
216,1,49.95,1,2,1,121
26,1,31.99,3,2,1,321
232,1,40.9,1,2,1,121
181,1,29.98,1,2,1,121
152,1,699.0,2,2,3,223
165,1,395.65,1,2,3,123
83,1,110.0,3,2,2,322
110,1,12.0,2,2,1,221
81,1,75.0,3,2,2,322
130,1,69.9,2,2,2,222
117,1,42.9,2,2,1,221
226,1,75.0,1,2,2,122
63,1,69.9,3,2,2,322
88,1,189.99,2,2,3,223
182,1,99.0,1,2,2,122
48,1,216.0,3,2,3,323
75,1,45.0,3,2,1,321
172,1,31.99,1,2,1,121
219,1,49.9,1,2,1,121
217,1,54.9,1,2,1,121
10,1,19.9,3,2,1,321
225,1,29.5,1,2,1,121
99,1,10.0,2,2,1,221
48,2,168.27,3,3,3,333
124,1,63.9,2,2,2,222
25,1,114.08,3,2,2,322
154,1,89.99,2,2,2,222
86,1,179.9,2,2,3,223
224,1,550.0,1,2,3,123
121,1,150.0,2,2,3,223
104,2,52.98,2,3,1,231
118,1,105.0,2,2,2,222
187,1,34.9,1,2,1,121
197,1,70.0,1,2,2,122
122,1,119.0,2,2,2,222
111,1,299.0,2,2,3,223
189,1,34.9,1,2,1,121
34,1,410.0,3,2,3,323
230,1,108.99,1,2,2,122
33,1,48.9,3,2,1,321
83,1,27.9,3,2,1,321
105,1,78.0,2,2,2,222
182,1,37.99,1,2,1,121
26,1,259.99,3,2,3,323
139,1,29.99,2,2,1,221
169,1,145.0,1,2,3,123
141,1,39.8,2,2,1,221
98,1,63.87,2,2,2,222
173,1,369.9,1,2,3,123
189,1,64.49,1,2,2,122
41,1,448.7,3,2,3,323
191,1,34.9,1,2,1,121
147,1,158.0,2,2,3,223
203,1,419.9,1,2,3,123
57,1,139.0,3,2,3,323
101,1,199.0,2,2,3,223
74,1,49.99,3,2,1,321
118,1,43.0,2,2,1,221
59,1,220.0,3,2,3,323
139,1,78.0,2,2,2,222
82,1,55.99,3,2,1,321
26,1,219.89,3,2,3,323
38,1,278.5,3,2,3,323
104,1,879.0,2,2,3,223
187,1,157.9,1,2,3,123
187,1,22.0,1,2,1,121
105,1,45.0,2,2,1,221
24,1,12.0,3,2,1,321
8,1,35.33,3,2,1,321
73,1,258.0,3,2,3,323
29,1,90.0,3,2,2,322
210,1,249.9,1,2,3,123
182,1,35.9,1,2,1,121
181,1,116.6,1,2,2,122
49,1,39.0,3,2,1,321
55,1,298.0,3,2,3,323
206,1,148.9,1,2,3,123
100,1,139.99,2,2,3,223
36,1,22.32,3,2,1,321
82,1,134.9,3,2,3,323
207,1,92.8,1,2,2,122
227,1,79.98,1,2,2,122
23,1,110.0,3,2,2,322
2,1,149.0,3,2,3,323
65,1,55.9,3,2,1,321
54,1,84.99,3,2,2,322
23,1,129.0,3,2,3,323
179,1,89.99,1,2,2,122
22,1,42.3,3,2,1,321
71,1,179.9,3,2,3,323
68,1,209.0,3,2,3,323
31,1,27.9,3,2,1,321
58,1,158.9,3,2,3,323
22,1,40.0,3,2,1,321
54,1,123.9,3,2,2,322
167,1,159.0,1,2,3,123
22,1,146.99,3,2,3,323
20,1,39.99,3,2,1,321
56,1,25.0,3,2,1,321
103,1,69.9,2,2,2,222
20,2,85.99000000000001,3,3,2,332
193,1,12.25,1,2,1,121
14,1,139.99,3,2,3,323
28,1,79.99,3,2,2,322
113,1,44.9,2,2,1,221
71,1,108.9,3,2,2,322
231,1,107.0,1,2,2,122
109,1,94.9,2,2,2,222
228,1,157.8,1,2,3,123
43,1,485.9,3,2,3,323
183,1,79.0,1,2,2,122
196,1,89.9,1,2,2,122
128,1,29.98,2,2,1,221
142,1,135.0,2,2,3,223
13,1,17.5,3,2,1,321
21,1,29.0,3,2,1,321
161,1,13.99,2,2,1,221
116,1,750.0,2,2,3,223
174,1,29.9,1,2,1,121
83,1,70.23,3,2,2,322
236,1,1330.0,1,2,3,123
13,1,87.0,3,2,2,322
190,1,134.9,1,2,3,123
84,1,110.32,2,2,2,222
106,1,39.9,2,2,1,221
98,1,35.0,2,2,1,221
124,1,79.9,2,2,2,222
124,1,199.7,2,2,3,223
49,1,129.0,3,2,3,323
229,1,379.98,1,2,3,123
184,1,503.34,1,2,3,123
37,1,28.8,3,2,1,321
71,1,18.0,3,2,1,321
115,1,269.0,2,2,3,223
129,1,27.99,2,2,1,221
200,1,58.0,1,2,2,122
181,1,149.9,1,2,3,123
85,1,39.9,2,2,1,221
190,1,24.9,1,2,1,121
219,1,299.9,1,2,3,123
130,1,298.44,2,2,3,223
103,1,68.0,2,2,2,222
84,1,179.99,2,2,3,223
155,1,39.95,2,2,1,221
14,1,1299.65,3,2,3,323
168,1,59.0,1,2,2,122
26,1,27.9,3,2,1,321
147,1,44.9,2,2,1,221
220,1,169.9,1,2,3,123
26,1,34.0,3,2,1,321
134,2,117.9,2,3,2,232
170,1,63.9,1,2,2,122
209,1,47.4,1,2,1,121
89,1,99.97,2,2,2,222
236,1,46.2,1,2,1,121
149,1,29.0,2,2,1,221
37,1,65.9,3,2,2,322
126,1,1890.0,2,2,3,223
153,1,360.0,2,2,3,223
29,1,29.6,3,2,1,321
25,1,69.0,3,2,2,322
225,1,99.8,1,2,2,122
189,1,79.99,1,2,2,122
105,1,159.49,2,2,3,223
30,1,179.0,3,2,3,323
210,1,99.9,1,2,2,122
212,1,59.8,1,2,2,122
107,1,90.0,2,2,2,222
59,1,35.0,3,2,1,321
154,1,68.99,2,2,2,222
180,1,75.6,1,2,2,122
84,1,150.0,2,2,3,223
29,1,49.9,3,2,1,321
226,1,54.9,1,2,1,121
158,1,69.9,2,2,2,222
120,1,129.0,2,2,3,223
229,1,95.2,1,2,2,122
205,1,339.0,1,2,3,123
137,1,109.49,2,2,2,222
63,1,90.0,3,2,2,322
214,1,70.0,1,2,2,122
229,1,320.0,1,2,3,123
167,1,30.5,1,2,1,121
111,1,199.0,2,2,3,223
119,1,215.6,2,2,3,223
27,1,165.0,3,2,3,323
69,1,94.2,3,2,2,322
161,1,44.99,2,2,1,221
137,1,209.0,2,2,3,223
89,1,134.2,2,2,3,223
217,1,13.99,1,2,1,121
40,1,19.9,3,2,1,321
125,1,79.9,2,2,2,222
141,1,93.0,2,2,2,222
149,1,110.0,2,2,2,222
180,1,349.9,1,2,3,123
226,1,66.5,1,2,2,122
31,1,170.0,3,2,3,323
41,2,46.9,3,3,1,331
217,1,49.9,1,2,1,121
12,1,299.9,3,2,3,323
143,1,67.6,2,2,2,222
141,1,89.97,2,2,2,222
105,1,15.5,2,2,1,221
183,1,58.99,1,2,2,122
136,1,12.9,2,2,1,221
40,1,75.0,3,2,2,322
194,1,353.36,1,2,3,123
22,1,78.0,3,2,2,322
8,1,54.3,3,2,1,321
206,1,140.0,1,2,3,123
153,1,135.0,2,2,3,223
149,1,124.7,2,2,2,222
66,1,104.9,3,2,2,322
6,1,69.9,3,2,2,322
105,1,69.99,2,2,2,222
24,1,349.99,3,2,3,323
194,1,21.9,1,2,1,121
22,1,24.99,3,2,1,321
130,1,389.89,2,2,3,223
41,1,159.0,3,2,3,323
109,1,179.0,2,2,3,223
118,1,319.99,2,2,3,223
14,1,54.9,3,2,1,321
92,1,190.0,2,2,3,223
213,1,64.89,1,2,2,122
98,1,250.0,2,2,3,223
217,1,108.0,1,2,2,122
225,1,148.0,1,2,3,123
196,1,49.9,1,2,1,121
75,1,329.9,3,2,3,323
107,1,271.99,2,2,3,223
188,1,324.0,1,2,3,123
217,1,326.16,1,2,3,123
124,1,105.0,2,2,2,222
126,1,385.0,2,2,3,223
15,1,114.9,3,2,2,322
65,1,298.5,3,2,3,323
92,1,36.9,2,2,1,221
182,1,54.9,1,2,1,121
222,1,120.0,1,2,2,122
177,1,215.0,1,2,3,123
155,1,69.9,2,2,2,222
58,1,300.0,3,2,3,323
180,1,24.99,1,2,1,121
204,1,80.0,1,2,2,122
176,1,82.95,1,2,2,122
157,1,18.8,2,2,1,221
124,1,127.27,2,2,2,222
30,1,59.19,3,2,2,322
194,1,145.9,1,2,3,123
109,1,37.99,2,2,1,221
90,1,49.9,2,2,1,221
64,1,89.9,3,2,2,322
140,1,138.60000000000002,2,2,3,223
65,1,135.0,3,2,3,323
129,1,34.9,2,2,1,221
143,1,49.9,2,2,1,221
226,1,59.99,1,2,2,122
76,1,389.99,3,2,3,323
121,1,29.0,2,2,1,221
13,1,99.9,3,2,2,322
79,1,25.0,3,2,1,321
0,1,99.9,3,2,2,322
129,1,39.9,2,2,1,221
37,1,190.0,3,2,3,323
231,1,69.9,1,2,2,122
52,1,38.9,3,2,1,321
1,1,150.9,3,2,3,323
80,1,159.9,3,2,3,323
85,1,61.98,2,2,2,222
188,1,99.9,1,2,2,122
162,1,179.0,2,2,3,223
60,1,69.99,3,2,2,322
124,1,88.0,2,2,2,222
4,1,59.9,3,2,2,322
149,1,149.9,2,2,3,223
15,1,64.0,3,2,2,322
78,1,49.9,3,2,1,321
129,1,29.99,2,2,1,221
39,1,169.99,3,2,3,323
182,1,39.9,1,2,1,121
171,1,120.99,1,2,2,122
36,1,155.0,3,2,3,323
23,1,159.9,3,2,3,323
148,1,67.91,2,2,2,222
162,1,86.9,2,2,2,222
137,1,12.67,2,2,1,221
6,1,219.0,3,2,3,323
135,1,120.0,2,2,2,222
144,1,49.9,2,2,1,221
145,1,272.8,2,2,3,223
170,1,209.9,1,2,3,123
64,1,25.5,3,2,1,321
203,1,127.0,1,2,2,122
10,1,169.9,3,2,3,323
116,1,255.0,2,2,3,223
19,1,3.0,3,2,1,321
217,1,43.0,1,2,1,121
143,1,110.0,2,2,2,222
42,1,149.97,3,2,3,323
224,1,122.99,1,2,2,122
161,1,199.0,2,2,3,223
170,1,52.0,1,2,1,121
9,1,134.99,3,2,3,323
16,1,119.99,3,2,2,322
229,1,297.0,1,2,3,123
114,1,14.89,2,2,1,221
26,1,81.36,3,2,2,322
139,1,53.9,2,2,1,221
86,1,1499.65,2,2,3,223
23,1,313.8,3,2,3,323
225,1,38.99,1,2,1,121
221,1,32.9,1,2,1,121
37,1,69.9,3,2,2,322
147,1,84.6,2,2,2,222
231,1,139.9,1,2,3,123
26,1,39.0,3,2,1,321
29,1,21.6,3,2,1,321
137,1,24.99,2,2,1,221
237,1,69.9,1,2,2,122
228,1,35.0,1,2,1,121
169,1,149.9,1,2,3,123
41,1,299.9,3,2,3,323
195,1,149.0,1,2,3,123
57,1,62.0,3,2,2,322
115,1,79.9,2,2,2,222
61,1,46.9,3,2,1,321
160,1,105.0,2,2,2,222
40,1,1502.93,3,2,3,323
181,1,119.8,1,2,2,122
209,1,29.9,1,2,1,121
190,1,36.52,1,2,1,121
212,1,98.8,1,2,2,122
147,1,348.9,2,2,3,223
40,1,45.05,3,2,1,321
161,1,1510.0,2,2,3,223
139,1,29.98,2,2,1,221
39,1,21.9,3,2,1,321
49,1,9.0,3,2,1,321
61,1,34.49,3,2,1,321
236,1,18.9,1,2,1,121
185,1,27.9,1,2,1,121
114,1,524.9,2,2,3,223
166,1,100.0,1,2,2,122
86,1,4.9,2,2,1,221
231,1,219.78,1,2,3,123
148,1,59.0,2,2,2,222
62,1,83.8,3,2,2,322
193,1,23.7,1,2,1,121
188,1,68.9,1,2,2,122
176,1,149.9,1,2,3,123
29,1,35.9,3,2,1,321
238,1,109.97,1,2,2,122
142,1,145.9,2,2,3,223
126,1,155.9,2,2,3,223
51,1,79.0,3,2,2,322
128,1,14.49,2,2,1,221
222,1,139.99,1,2,3,123
210,1,349.9,1,2,3,123
30,1,198.9,3,2,3,323
127,1,69.9,2,2,2,222
198,1,127.0,1,2,2,122
33,1,69.9,3,2,2,322
71,1,134.17,3,2,3,323
215,1,23.7,1,2,1,121
22,1,189.9,3,2,3,323
65,1,113.8,3,2,2,322
232,1,298.9,1,2,3,123
128,1,49.9,2,2,1,221
223,1,1199.0,1,2,3,123
188,1,44.9,1,2,1,121
11,1,104.0,3,2,2,322
4,1,19.15,3,2,1,321
25,1,157.9,3,2,3,323
190,1,69.9,1,2,2,122
139,1,69.9,2,2,2,222
135,1,265.99,2,2,3,223
43,2,312.0,3,3,3,333
114,1,429.9,2,2,3,223
203,1,29.5,1,2,1,121
223,1,69.9,1,2,2,122
